iter	Logloss
0	0.6827250336
1	0.6726177977
2	0.6630639042
3	0.6536043529
4	0.6431679922
5	0.6339457221
6	0.624803938
7	0.6158836177
8	0.6057835034
9	0.5969984437
10	0.5891978436
11	0.5804769561
12	0.5727917501
13	0.5638089316
14	0.5552068809
15	0.5488425731
16	0.5397517998
17	0.5316094369
18	0.524076958
19	0.5157310249
20	0.5075726347
21	0.50033061
22	0.4936053743
23	0.487141052
24	0.479555599
25	0.47171428
26	0.4644680236
27	0.4577278557
28	0.4517980155
29	0.4455374264
30	0.4392951237
31	0.4336457185
32	0.4274673557
33	0.4222798962
34	0.4165509169
35	0.41080949
36	0.4051746067
37	0.399821107
38	0.3942644981
39	0.3890672547
40	0.3833777441
41	0.3773132794
42	0.3723565261
43	0.3666932137
44	0.3609716749
45	0.3562264224
46	0.3515387361
47	0.3467148096
48	0.3419321306
49	0.337373109
50	0.3329450289
51	0.3284654426
52	0.3229036289
53	0.3190843095
54	0.3146395471
55	0.309599499
56	0.3055666536
57	0.3020853506
58	0.2987436629
59	0.294620883
60	0.2908902667
61	0.2878265128
62	0.2835218078
63	0.2795910057
64	0.2756078989
65	0.2722920539
66	0.2684485494
67	0.2645336709
68	0.2610431066
69	0.2579377267
70	0.2544878817
71	0.2518864335
72	0.2489488126
73	0.2462975796
74	0.2425401113
75	0.2396919824
76	0.2364876533
77	0.2337798442
78	0.2309206696
79	0.2281059165
80	0.2254003447
81	0.2230200939
82	0.220504228
83	0.2177547778
84	0.2151519833
85	0.2124735973
86	0.2098015529
87	0.2072230745
88	0.2046640042
89	0.2022589823
90	0.1998631464
91	0.19758024
92	0.1954594201
93	0.1929765852
94	0.1908482075
95	0.1885948514
96	0.1863371671
97	0.1842229978
98	0.1818467136
99	0.1795900311
100	0.1770806978
101	0.1746591028
102	0.1724664557
103	0.17056823
104	0.1683611923
105	0.1663051616
106	0.1641834628
107	0.1623351737
108	0.1605957407
109	0.1589432194
110	0.1571570839
111	0.1553754986
112	0.1536696009
113	0.1522247629
114	0.1504314367
115	0.1485728118
116	0.147093543
117	0.1457780235
118	0.1437187017
119	0.1422482863
120	0.1407080548
121	0.139136393
122	0.1380584479
123	0.1366002827
124	0.1354498551
125	0.1336053145
126	0.1320262123
127	0.1305526047
128	0.1291020076
129	0.1279882516
130	0.1269544179
131	0.1258496554
132	0.1246556115
133	0.1232893237
134	0.1218181587
135	0.120783994
136	0.1197571916
137	0.1186467954
138	0.117546121
139	0.1163037891
140	0.1151399253
141	0.1140856426
142	0.1128075516
143	0.1117916663
144	0.1107890466
145	0.1096902443
146	0.1086627288
147	0.1077153894
148	0.1065047724
149	0.1052701063
150	0.1042116447
151	0.1034051534
152	0.1025082107
153	0.1013685616
154	0.1003500012
155	0.09929814455
156	0.09850661895
157	0.09743786061
158	0.09665492739
159	0.09591754921
160	0.09499620726
161	0.09392783678
162	0.09313349461
163	0.09218848814
164	0.09110422941
165	0.09028444075
166	0.08952883684
167	0.08870444275
168	0.08788891767
169	0.08709194131
170	0.08636206244
171	0.08542493227
172	0.08448670102
173	0.08363260504
174	0.08296666828
175	0.08218300537
176	0.08154967298
177	0.08088080333
178	0.08006225042
179	0.07934420497
180	0.07860480119
181	0.07814874537
182	0.07750173158
183	0.07677079627
184	0.07616253257
185	0.07566444699
186	0.07504794647
187	0.07446902062
188	0.07386959456
189	0.0732226031
190	0.07263510085
191	0.071943388
192	0.07127348927
193	0.07061431347
194	0.06989126478
195	0.06934947249
196	0.06877295407
197	0.06828606478
198	0.06772950212
199	0.06715710138
200	0.06656325395
201	0.06607957856
202	0.06564350097
203	0.06490416963
204	0.06445261667
205	0.0639285598
206	0.06344890538
207	0.06300124685
208	0.0625332214
209	0.0619515997
210	0.06132941832
211	0.06086724359
212	0.06030484251
213	0.05989879939
214	0.05949644768
215	0.05911696056
216	0.05848428707
217	0.05804679845
218	0.0575623027
219	0.05710281062
220	0.05660697546
221	0.05622572337
222	0.05581160103
223	0.05539665775
224	0.05485755266
225	0.05444256658
226	0.05406535938
227	0.05364440699
228	0.05322036193
229	0.05288052891
230	0.05254496187
231	0.05214796265
232	0.05181104198
233	0.05136782966
234	0.0509900131
235	0.05053191374
236	0.05009977344
237	0.04966806849
238	0.04925662326
239	0.04886830767
240	0.04850006033
241	0.0482006303
242	0.04781822339
243	0.04748760333
244	0.04709366886
245	0.04679879697
246	0.04648934839
247	0.04609842336
248	0.04570414043
249	0.04537270202
250	0.04505718299
251	0.04472198843
252	0.04438406694
253	0.04409683459
254	0.04384122697
255	0.04354641679
256	0.0432392674
257	0.04292848275
258	0.04265293628
259	0.04238132715
260	0.04210923197
261	0.04187867875
262	0.04156199559
263	0.04123896487
264	0.04096257729
265	0.04066435421
266	0.04030029
267	0.04004728266
268	0.0398199003
269	0.03956950369
270	0.03925097763
271	0.0390666349
272	0.03886833766
273	0.03864853138
274	0.0383742425
275	0.03814406873
276	0.03791661315
277	0.03769454431
278	0.03748701293
279	0.03724172776
280	0.0369646092
281	0.03676820827
282	0.03654603609
283	0.03631607513
284	0.036127251
285	0.03597039342
286	0.03579232445
287	0.03551956168
288	0.0353004232
289	0.03514754749
290	0.03497181357
291	0.03478763616
292	0.0345827364
293	0.03432066429
294	0.03413057256
295	0.03392640566
296	0.03367825907
297	0.03346156363
298	0.03326730689
299	0.03307816773
300	0.03291353283
301	0.03272022492
302	0.03253420083
303	0.03225920008
304	0.0320917436
305	0.03192952778
306	0.03167083499
307	0.03143931518
308	0.03125779211
309	0.03105486937
310	0.03090611867
311	0.03072097394
312	0.03054735327
313	0.03039750635
314	0.03022366862
315	0.0300551356
316	0.02989316116
317	0.02971257842
318	0.02954830792
319	0.02934000631
320	0.0291888938
321	0.02895353021
322	0.02878456301
323	0.02863943719
324	0.02853409328
325	0.02830726118
326	0.02815273347
327	0.02801163552
328	0.02787047524
329	0.02773835617
330	0.02762252606
331	0.0274485335
332	0.02733779339
333	0.02718195181
334	0.02695018307
335	0.02681992626
336	0.02671681299
337	0.02656996621
338	0.02644656402
339	0.02628845158
340	0.02616055978
341	0.02605832954
342	0.02591851872
343	0.02581657292
344	0.02568191383
345	0.02551009836
346	0.02538049949
347	0.02527903085
348	0.02514082243
349	0.02500444971
350	0.02486569504
351	0.02473467802
352	0.02461972642
353	0.02448288824
354	0.02436456374
355	0.02428024927
356	0.02414861056
357	0.02402673316
358	0.02386613139
359	0.02368970942
360	0.02356731602
361	0.02345267749
362	0.02335276233
363	0.02326661639
364	0.02312069852
365	0.02300924179
366	0.02289535822
367	0.02281052098
368	0.02266062225
369	0.0225363557
370	0.02239654902
371	0.02231095405
372	0.02221560323
373	0.02211169391
374	0.02200636733
375	0.02190564146
376	0.02181020936
377	0.02171967727
378	0.02162772769
379	0.02154505179
380	0.02146388138
381	0.02138086631
382	0.02129483825
383	0.02118818457
384	0.0210574106
385	0.02095518855
386	0.02085076557
387	0.02075785282
388	0.02061117761
389	0.02051989394
390	0.02043405389
391	0.02032231333
392	0.02021177686
393	0.02008864147
394	0.02002283324
395	0.01993758001
396	0.01986292483
397	0.01977893407
398	0.01969087927
399	0.0196103374
400	0.01952150522
401	0.01945562115
402	0.01939268887
403	0.01930760262
404	0.01918976661
405	0.01910645051
406	0.01901001993
407	0.01892147486
408	0.01882790757
409	0.01870788526
410	0.01860388191
411	0.01849663393
412	0.01842237409
413	0.01833602205
414	0.01823872974
415	0.01815327465
416	0.01807230691
417	0.01800112424
418	0.01793080775
419	0.0178471578
420	0.01777684102
421	0.01769100919
422	0.01761938268
423	0.01755506917
424	0.01748370728
425	0.01741536299
426	0.01735203086
427	0.01728363436
428	0.01721398573
429	0.01715082584
430	0.01707473845
431	0.01698121197
432	0.0169185731
433	0.01684915804
434	0.01679757946
435	0.01673539458
436	0.01666040208
437	0.01659609479
438	0.01653142003
439	0.01647399803
440	0.01642410902
441	0.01636007744
442	0.01629429798
443	0.01622850401
444	0.01615022251
445	0.01608503561
446	0.01601784843
447	0.01595466034
448	0.01589207828
449	0.01583495979
450	0.01575721799
451	0.01566937488
452	0.01561594763
453	0.01554622454
454	0.01547020448
455	0.015421808
456	0.01536235089
457	0.01531535132
458	0.01525461805
459	0.01520223269
460	0.01513126185
461	0.015068525
462	0.01499779163
463	0.01494150502
464	0.01489034814
465	0.014831292
466	0.01477485835
467	0.01472031964
468	0.01465299878
469	0.01459919954
470	0.01455501123
471	0.01449691976
472	0.01444911622
473	0.01439315801
474	0.01433303027
475	0.01427902042
476	0.01422507359
477	0.01417405897
478	0.01413109747
479	0.01409094402
480	0.01403326863
481	0.01397061941
482	0.01390847294
483	0.0138611041
484	0.01380241369
485	0.01374451484
486	0.01368773036
487	0.01363855921
488	0.01359926784
489	0.0135453747
490	0.01350367057
491	0.0134531995
492	0.01339786475
493	0.01335117033
494	0.01330034893
495	0.0132531074
496	0.01320476306
497	0.01315855621
498	0.01310487987
499	0.01307612001
500	0.01304088836
501	0.01299034013
502	0.01294597956
503	0.01288906081
504	0.01284036863
505	0.01280244393
506	0.01275123336
507	0.01270411474
508	0.01265856179
509	0.01261542431
510	0.01257508285
511	0.01253595786
512	0.01249456485
513	0.01246015029
514	0.01241703581
515	0.01235651435
516	0.01231100973
517	0.01227382936
518	0.01223498538
519	0.01219705855
520	0.01213583797
521	0.01210015835
522	0.0120632189
523	0.01201617483
524	0.01197498473
525	0.01192626966
526	0.01189866569
527	0.01184704368
528	0.01179728764
529	0.01175173344
530	0.01171387933
531	0.01167641261
532	0.01164027452
533	0.01158852572
534	0.01153952932
535	0.01150269503
536	0.01146852318
537	0.01143323851
538	0.01140487623
539	0.01136519359
540	0.01132668676
541	0.01129348213
542	0.01125719334
543	0.01122352031
544	0.01119369457
545	0.01113389652
546	0.01110371656
547	0.01107417532
548	0.01104720372
549	0.01100800193
550	0.01097738954
551	0.01094321639
552	0.01090559547
553	0.01087593267
554	0.01084572461
555	0.01082044044
556	0.01078781979
557	0.01075751959
558	0.01072813851
559	0.01070103454
560	0.01067815856
561	0.01062549944
562	0.01059679363
563	0.01055747371
564	0.01051679067
565	0.01049030321
566	0.01045368628
567	0.01042204334
568	0.01037875222
569	0.01034974801
570	0.01031828512
571	0.01029249265
572	0.01025958573
573	0.01022835514
574	0.01020056929
575	0.01017200081
576	0.01014364699
577	0.01011841509
578	0.01009070427
579	0.01005888012
580	0.01003488569
581	0.0100038735
582	0.009978322684
583	0.00995373694
584	0.009888532938
585	0.00985729213
586	0.009830629818
587	0.009806244449
588	0.009774112006
589	0.009750507631
590	0.009729775289
591	0.009705243636
592	0.009677115965
593	0.009634833876
594	0.009602612062
595	0.0095780002
596	0.009539378078
597	0.009511988789
598	0.009485463942
599	0.009460777835
600	0.00943170933
601	0.009399745243
602	0.009370981982
603	0.009337826973
604	0.009305820903
605	0.009268631325
606	0.009237659033
607	0.009209748677
608	0.009187253411
609	0.009153366684
610	0.009104544932
611	0.00907769835
612	0.009055844198
613	0.0090319346
614	0.009007430221
615	0.008987805037
616	0.008958378783
617	0.008937431413
618	0.008904750467
619	0.008881997743
620	0.008857381826
621	0.008835322276
622	0.008803667324
623	0.008777719134
624	0.008752861204
625	0.00873693268
626	0.008714538558
627	0.008679054441
628	0.008647914851
629	0.008615018092
630	0.0085955635
631	0.008570405183
632	0.008544245174
633	0.008527640568
634	0.008507312361
635	0.008490406138
636	0.008468145425
637	0.008445462622
638	0.00842228758
639	0.008398361475
640	0.008378621185
641	0.008353447073
642	0.008328131001
643	0.008304323756
644	0.008286587631
645	0.008264178949
646	0.008233469565
647	0.008214350455
648	0.008191772135
649	0.008173116624
650	0.008153774859
651	0.008125897188
652	0.008101942811
653	0.008080701504
654	0.008060751265
655	0.008038456683
656	0.008009016959
657	0.007994056821
658	0.007975310272
659	0.007953659275
660	0.00793622022
661	0.007917816467
662	0.007899973628
663	0.007870395469
664	0.007841066326
665	0.007819833567
666	0.007804409226
667	0.007786872388
668	0.00777006569
669	0.007753421616
670	0.007726265815
671	0.007708282841
672	0.007682223864
673	0.007664596947
674	0.007645224794
675	0.007630121744
676	0.007613093355
677	0.007598494888
678	0.007572681042
679	0.007554893671
680	0.007538776084
681	0.007512995497
682	0.007496835892
683	0.007470831734
684	0.007454383598
685	0.007434764961
686	0.007417857821
687	0.007399688331
688	0.007382661694
689	0.007365495856
690	0.007351963497
691	0.007335910295
692	0.007322125767
693	0.007300971173
694	0.007287063928
695	0.007260701852
696	0.007241338417
697	0.007229862975
698	0.007213957856
699	0.007196719338
700	0.007182348837
701	0.007166985119
702	0.007154740711
703	0.007138644065
704	0.00712217999
705	0.007096646312
706	0.007078123961
707	0.00705989261
708	0.007041657963
709	0.007024335831
710	0.007002530982
711	0.006982959143
712	0.006957783354
713	0.006935929737
714	0.006919094697
715	0.006908420651
716	0.006892477677
717	0.006874595726
718	0.006860972406
719	0.006845769069
720	0.006829385804
721	0.00681395206
722	0.006802402209
723	0.006783949583
724	0.006770406705
725	0.006756410168
726	0.006743957264
727	0.006723752455
728	0.006711139808
729	0.006697110473
730	0.00668536391
731	0.006675910156
732	0.006659780584
733	0.006647500411
734	0.006631537681
735	0.006618931537
736	0.00660214686
737	0.006587838543
738	0.00657162699
739	0.006559107098
740	0.006544464516
741	0.00653061291
742	0.006519304731
743	0.006503749509
744	0.006486519976
745	0.006466709849
746	0.006455255996
747	0.006442677085
748	0.00642908522
749	0.006415078841
750	0.006404143586
751	0.006389401241
752	0.006377827354
753	0.006360496468
754	0.006343843126
755	0.006333436339
756	0.006320905208
757	0.006305957021
758	0.006294696086
759	0.006280954929
760	0.006264339328
761	0.006249224464
762	0.006233004163
763	0.006216047364
764	0.006195285215
765	0.006181179578
766	0.006170814577
767	0.006158645363
768	0.006140284116
769	0.006125595987
770	0.006111977451
771	0.006096187078
772	0.006081143451
773	0.006063716847
774	0.006051901214
775	0.00603833622
776	0.006024801361
777	0.00601170281
778	0.006000847925
779	0.005992222198
780	0.005973175843
781	0.005959856608
782	0.005948689924
783	0.005933949823
784	0.005924284643
785	0.005915871945
786	0.005905851049
787	0.005894563584
788	0.005883932974
789	0.005874700077
790	0.005863799836
791	0.00585383938
792	0.005839925596
793	0.00582401173
794	0.005807556627
795	0.005798493906
796	0.00578921157
797	0.005779494344
798	0.005768495087
799	0.005752967898
800	0.005744125312
801	0.00573019317
802	0.005721029364
803	0.005710010386
804	0.005698923557
805	0.005689850503
806	0.005676117085
807	0.005664409968
808	0.005652769059
809	0.005635530515
810	0.005622379899
811	0.005611594107
812	0.005600543091
813	0.005590115404
814	0.005578215243
815	0.005561782932
816	0.005548765901
817	0.00553275744
818	0.005523029555
819	0.005514279245
820	0.005504606664
821	0.005495458649
822	0.005484936847
823	0.005475102706
824	0.005466160279
825	0.005454835428
826	0.005444031049
827	0.005434581382
828	0.005422877131
829	0.005414278052
830	0.005405184167
831	0.005396233735
832	0.005386729456
833	0.005374216829
834	0.005363276507
835	0.00535267366
836	0.005342162961
837	0.005328893847
838	0.005314533146
839	0.005303420361
840	0.005292441227
841	0.005281558963
842	0.005274145435
843	0.005264733995
844	0.005253298864
845	0.005244782999
846	0.005236748162
847	0.005224076185
848	0.005216303348
849	0.005206894273
850	0.005193487516
851	0.005181646249
852	0.005174462108
853	0.005159244321
854	0.005148545917
855	0.005135837774
856	0.005127690714
857	0.005115831938
858	0.00510761135
859	0.005101511969
860	0.005094149884
861	0.005085414065
862	0.00507598535
863	0.005066527223
864	0.005052759579
865	0.005045512519
866	0.005035650033
867	0.005024362484
868	0.005015326302
869	0.005004066644
870	0.004997301444
871	0.004987757867
872	0.004978165716
873	0.004969119018
874	0.004956585014
875	0.004944856333
876	0.004936226639
877	0.004927821323
878	0.004920378338
879	0.004910966249
880	0.004903123563
881	0.004897308076
882	0.004884083631
883	0.0048769197
884	0.004868065911
885	0.004859158811
886	0.004852468819
887	0.004844709171
888	0.004830680537
889	0.004817828868
890	0.004808986305
891	0.00480092019
892	0.004788492753
893	0.004779931367
894	0.004769646681
895	0.004759255463
896	0.004751061869
897	0.004744363797
898	0.004737019056
899	0.00472985133
900	0.004722906044
901	0.004716646936
902	0.004710186828
903	0.004702107014
904	0.004693281591
905	0.004687656936
906	0.00468065977
907	0.00467485037
908	0.004666528897
909	0.004655678901
910	0.004644228483
911	0.004635329025
912	0.004625628026
913	0.004616971847
914	0.004609884502
915	0.004598575332
916	0.004591500168
917	0.004582316565
918	0.00457376943
919	0.004566267587
920	0.004560915574
921	0.004553974544
922	0.004547952556
923	0.004540842856
924	0.004532840822
925	0.004524547399
926	0.004515784021
927	0.004505844181
928	0.004498979112
929	0.004491665528
930	0.004484549326
931	0.004475043462
932	0.004468850753
933	0.004460012217
934	0.004450450033
935	0.004440701779
936	0.004434546195
937	0.00442701155
938	0.004418057737
939	0.004411288826
940	0.004405076068
941	0.004397279849
942	0.004391006779
943	0.004383557097
944	0.004376074607
945	0.00436959487
946	0.004359136435
947	0.004354280885
948	0.004343750089
949	0.004336441683
950	0.004328963143
951	0.004321254269
952	0.004310542531
953	0.004304705982
954	0.004293320278
955	0.004287466428
956	0.004282009954
957	0.004277046299
958	0.004270169346
959	0.004262504436
960	0.004256916671
961	0.00425159605
962	0.004246735231
963	0.004240553199
964	0.004232539113
965	0.004224771235
966	0.004219410699
967	0.004214090584
968	0.004206746179
969	0.00419841054
970	0.004191735848
971	0.004184345749
972	0.004174654814
973	0.004167369702
974	0.004161507568
975	0.004154697397
976	0.004144089859
977	0.004138142555
978	0.004132159966
979	0.004125490154
980	0.004116887148
981	0.004111801025
982	0.004101326913
983	0.00409564272
984	0.004090245979
985	0.004084471428
986	0.004077052241
987	0.004071295734
988	0.004062480388
989	0.004056754694
990	0.004051603988
991	0.004046748519
